Brand,Model,Processor,Generation,Operating System,RAM,Storage,Size,Warranty,Color,Star Rating,No. of Ratings,No. of Reviews,Price
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,2,Grey,4.3,943,219,32990
MSI,MSI Thin,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Grey,4.3,274,285,47990
HP,HP,AMD Ryzen 5,11th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,1,Metallic Black,4.2,405,235,32490
HP,HP,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,100.58,1,Black,4.3,1790,269,34990
ASUS,ASUS Vivobook,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Grey,4.2,1803,141,47990
MSI,MSI Modern,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Metallic Black,4.2,1983,112,32990
MSI,MSI Modern,AMD Ryzen 5,11th Gen,Windows 11 Operating System,8 GB,512,35.56,1,Silver,4.3,1330,253,36990
Acer,Acer Aspire,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Black,4.4,1878,117,61990
DELL,DELL Inspiron,Intel Core i7,13th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,1,Grey,4.2,268,141,35990
MSI,MSI Modern,AMD Ryzen 5,11th Gen,Windows 11 Operating System,8 GB,512,35.56,1,Silver,4.3,1657,150,33990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Grey,4.3,1466,343,39990
Apple,Apple MacBook AIR Apple M,Intel Core i5,13th Gen,Mac OS Operating System,8 GB,256,34.54,1,Blue,4.7,486,212,84990
Acer,Acer Aspire,Intel Celeron Dual,12th Gen,64 bit Windows 11 Operating System,16 GB,512,35.56,2,Blue,4,1660,311,42990
Apple,Apple MacBook AIR Apple M,Intel Core i5,12th Gen,Mac OS Operating System,8 GB,256,34.54,1,Black,4.7,1699,243,84990
ASUS,ASUS Vivobook,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Silver,4.2,526,200,52990
Lenovo,Lenovo IdeaPad Slim,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Blue,4.1,1500,102,49690
MSI,MSI Modern,Intel Core i7,12th Gen,Windows 11 Operating System,16 GB,512,35.56,2,Metallic Black,4.3,994,318,32990
MSI,MSI Modern,Intel Core i7,14th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Black,4.3,801,178,44990
DELL,DELL Inspiron,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Grey,4.2,1596,349,42490
MSI,MSI Thin,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Silver,4.3,1426,197,47990
MSI,MSI Modern,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,35.56,1,Silver,4.3,888,272,36990
Lenovo,Lenovo IdeaPad Slim,Intel Core i3,11th Gen,Windows 11 Operating System,16 GB,512,100.63,1,Metallic Black,4.2,486,249,36990
ASUS,ASUS Vivobook,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Blue,4.2,1247,331,47990
ASUS,ASUS Vivobook,Intel Core i3,12th Gen,Windows 11 Home Operating System,16 GB,512,39.62,1,Silver,4.3,304,122,40990
HP,HP Victus Intel Core i,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Metallic Black,4.3,1709,158,65990
MSI,MSI Modern,Intel Core i5,13th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Metallic Black,4.2,933,289,32990
MSI,MSI Modern,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,35.56,1,Grey,4.3,358,212,33990
HP,HP Victus Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Metallic Black,4.4,1457,167,55990
SAMSUNG,SAMSUNG Galaxy Book,AMD Ryzen 3,10th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Black,4.5,1641,342,75990
MSI,MSI Modern,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,35.56,2,Silver,4.3,1471,153,36990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Black,4.3,1644,156,39990
HP,HP Pavilion Intel Core i,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Metallic Black,4.3,622,332,68990
MSI,MSI Thin,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Black,4.3,1770,210,49990
Acer,Acer Aspire,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Grey,4.4,1872,159,67990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Metallic Black,4.3,450,172,33990
MSI,MSI Thin,AMD Ryzen 5,11th Gen,Windows 11 Operating System,16 GB,1,39.62,1,Black,4,1098,315,64990
MSI,MSI Crosshair,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,1,40.64,1,Black,4.1,758,312,140990
MSI,MSI Thin,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Silver,4.3,1595,332,49990
HP,HP Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Grey,4.2,524,337,53990
Acer,Acer Aspire,Intel Core i3,12th Gen,64 bit Windows 11 Operating System,8 GB,512,35.56,2,Blue,4.2,460,154,29990
Acer,Acer One Intel Core i,AMD Ryzen 5,11th Gen,64 bit Windows 11 Operating System,8 GB,512,35.56,1,Black,4.2,753,216,28990
Lenovo,Lenovo IdeaPad Slim,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Silver,4.1,1391,307,49690
ASUS,ASUS Vivobook,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Blue,4.3,952,162,36990
Acer,Acer Swift Go,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,2,Silver,4.3,1827,283,59990
Apple,Apple MacBook AIR Apple M,AMD Ryzen 5,11th Gen,Mac OS Operating System,8 GB,256,34.54,1,Silver,4.7,291,154,84990
SAMSUNG,SAMSUNG Galaxy Book,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Grey,4.5,564,124,61990
MSI,MSI Modern,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,35.56,2,Metallic Black,4.3,1037,125,32990
MSI,MSI Thin,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Grey,4.3,578,276,47990
HP,HP,Intel Core i3,12th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,1,Blue,4.2,1290,162,32490
HP,HP,AMD Ryzen 5,11th Gen,Windows 11 Operating System,8 GB,512,100.58,1,Grey,4.3,532,272,34990
ASUS,ASUS Vivobook,Intel Core i7,13th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Grey,4.2,507,178,47990
MSI,MSI Modern,AMD Ryzen 5,11th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Grey,4.2,824,266,32990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,35.56,1,Grey,4.3,823,324,36990
Acer,Acer Aspire,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Black,4.4,861,164,61990
DELL,DELL Inspiron,Intel Celeron Dual,12th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,2,Black,4.2,1292,168,35990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,35.56,2,Grey,4.3,1802,283,33990
MSI,MSI Modern,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Metallic Black,4.3,1086,108,39990
Apple,Apple MacBook AIR Apple M,Intel Core i3,12th Gen,Mac OS Operating System,8 GB,256,34.54,1,Metallic Black,4.7,672,335,84990
Acer,Acer Aspire,Intel Core i7,12th Gen,64 bit Windows 11 Operating System,16 GB,512,35.56,2,Metallic Black,4,1739,297,42990
Apple,Apple MacBook AIR Apple M,Intel Core i7,14th Gen,Mac OS Operating System,8 GB,256,34.54,1,Metallic Black,4.7,1646,255,84990
ASUS,ASUS Vivobook,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Silver,4.2,1007,272,52990
Lenovo,Lenovo IdeaPad Slim,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Grey,4.1,1012,125,49690
MSI,MSI Modern,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Grey,4.3,1354,127,32990
MSI,MSI Modern,Intel Core i3,11th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Silver,4.3,1824,139,44990
DELL,DELL Inspiron,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Metallic Black,4.2,1821,242,42490
MSI,MSI Thin,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Blue,4.3,673,233,47990
MSI,MSI Modern,Intel Core i5,13th Gen,Windows 11 Operating System,8 GB,512,35.56,1,Blue,4.3,678,126,36990
Lenovo,Lenovo IdeaPad Slim,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,512,100.63,1,Silver,4.2,1661,137,36990
ASUS,ASUS Vivobook,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Blue,4.2,1982,295,47990
ASUS,ASUS Vivobook,Intel Core i5,12th Gen,Windows 11 Home Operating System,16 GB,512,39.62,2,Black,4.3,1943,302,40990
HP,HP Victus Intel Core i,AMD Ryzen 3,10th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Grey,4.3,453,184,65990
MSI,MSI Modern,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,39.62,2,Blue,4.2,445,163,32990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,35.56,2,Black,4.3,977,129,33990
HP,HP Victus Intel Core i,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Grey,4.4,534,309,55990
SAMSUNG,SAMSUNG Galaxy Book,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Black,4.5,445,198,75990
MSI,MSI Modern,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Grey,4.3,556,230,36990
MSI,MSI Modern,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,35.56,2,Grey,4.3,1937,289,39990
HP,HP Pavilion Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Blue,4.3,263,111,68990
MSI,MSI Thin,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Blue,4.3,1330,344,49990
Acer,Acer Aspire,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Metallic Black,4.4,972,129,67990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Black,4.3,1029,312,33990
MSI,MSI Thin,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,1,39.62,2,Metallic Black,4,1483,137,64990
MSI,MSI Crosshair,AMD Ryzen 5,11th Gen,Windows 11 Operating System,16 GB,1,40.64,1,Grey,4.1,778,184,140990
MSI,MSI Thin,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Blue,4.3,1047,159,49990
HP,HP Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Metallic Black,4.2,593,137,53990
Acer,Acer Aspire,Intel Core i5,12th Gen,64 bit Windows 11 Operating System,8 GB,512,35.56,1,Metallic Black,4.2,1988,203,29990
Acer,Acer One Intel Core i,AMD Ryzen 5,11th Gen,64 bit Windows 11 Operating System,8 GB,512,35.56,2,Metallic Black,4.2,1884,242,28990
Lenovo,Lenovo IdeaPad Slim,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Grey,4.1,1552,245,49690
ASUS,ASUS Vivobook,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Grey,4.3,458,279,36990
Acer,Acer Swift Go,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Grey,4.3,890,128,59990
Apple,Apple MacBook AIR Apple M,Intel Core i3,12th Gen,Mac OS Operating System,8 GB,256,34.54,2,Metallic Black,4.7,1608,211,84990
SAMSUNG,SAMSUNG Galaxy Book,AMD Ryzen 5,11th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Black,4.5,1561,329,61990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Blue,4.3,501,287,32990
MSI,MSI Thin,Intel Core i7,13th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Blue,4.3,1538,120,47990
HP,HP,Intel Core i5,12th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,1,Grey,4.2,520,244,32490
HP,HP,AMD Ryzen 5,11th Gen,Windows 11 Operating System,8 GB,512,100.58,2,Metallic Black,4.3,1169,332,34990
ASUS,ASUS Vivobook,Intel Celeron Dual,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Silver,4.2,668,245,47990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Grey,4.2,1999,284,32990
MSI,MSI Modern,Intel Core i5,13th Gen,Windows 11 Operating System,8 GB,512,35.56,2,Silver,4.3,1044,218,36990
Acer,Acer Aspire,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Blue,4.4,1484,264,61990
DELL,DELL Inspiron,Intel Core i7,12th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,2,Blue,4.2,1638,159,35990
MSI,MSI Modern,Intel Core i7,14th Gen,Windows 11 Operating System,16 GB,512,35.56,2,Black,4.3,1349,265,39990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,35.56,1,Black,4.3,1933,239,33990
Apple,Apple MacBook AIR Apple M,Intel Core i5,12th Gen,Mac OS Operating System,8 GB,256,34.54,2,Silver,4.7,1594,302,84990
Acer,Acer Aspire,Intel Core i3,12th Gen,64 bit Windows 11 Operating System,16 GB,512,35.56,1,Blue,4,974,339,42990
Apple,Apple MacBook AIR Apple M,Intel Core i3,11th Gen,Mac OS Operating System,8 GB,256,34.54,2,Black,4.7,682,343,84990
ASUS,ASUS Vivobook,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Black,4.2,358,212,52990
Lenovo,Lenovo IdeaPad Slim,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Blue,4.1,890,311,49690
MSI,MSI Modern,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Blue,4.3,1795,300,32990
MSI,MSI Modern,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Metallic Black,4.3,1320,228,44990
DELL,DELL Inspiron,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,39.62,2,Black,4.2,628,157,42490
MSI,MSI Thin,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,2,Silver,4.3,1369,102,47990
MSI,MSI Modern,AMD Ryzen 3,10th Gen,Windows 11 Operating System,8 GB,512,35.56,1,Grey,4.3,1207,290,36990
Lenovo,Lenovo IdeaPad Slim,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,100.63,2,Grey,4.2,352,248,36990
ASUS,ASUS Vivobook,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Blue,4.2,1141,122,47990
ASUS,ASUS Vivobook,Intel Core i3,12th Gen,Windows 11 Home Operating System,16 GB,512,39.62,1,Silver,4.3,1103,236,40990
HP,HP Victus Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Metallic Black,4.3,1419,345,65990
MSI,MSI Modern,Intel Core i5,13th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Black,4.2,1300,182,32990
MSI,MSI Modern,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,35.56,1,Metallic Black,4.3,779,336,33990
HP,HP Victus Intel Core i,AMD Ryzen 5,11th Gen,Windows 11 Operating System,8 GB,512,39.62,2,Silver,4.4,928,154,55990
SAMSUNG,SAMSUNG Galaxy Book,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Metallic Black,4.5,1238,209,75990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Blue,4.3,1355,215,36990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Grey,4.3,677,246,39990
HP,HP Pavilion Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Blue,4.3,1857,161,68990
MSI,MSI Thin,AMD Ryzen 5,11th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Blue,4.3,1752,318,49990
Acer,Acer Aspire,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Silver,4.4,1435,318,67990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Silver,4.3,1181,266,33990
MSI,MSI Thin,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,1,39.62,1,Black,4,1675,199,64990
MSI,MSI Crosshair,AMD Ryzen 5,11th Gen,Windows 11 Operating System,16 GB,1,40.64,1,Black,4.1,1781,303,140990
MSI,MSI Thin,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Grey,4.3,1311,346,49990
HP,HP Intel Core i,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Metallic Black,4.2,760,126,53990
Acer,Acer Aspire,Intel Core i5,12th Gen,64 bit Windows 11 Operating System,8 GB,512,35.56,2,Grey,4.2,642,273,29990
Acer,Acer One Intel Core i,Intel Core i3,12th Gen,64 bit Windows 11 Operating System,8 GB,512,35.56,1,Blue,4.2,962,133,28990
Lenovo,Lenovo IdeaPad Slim,AMD Ryzen 5,11th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Metallic Black,4.1,743,132,49690
ASUS,ASUS Vivobook,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,2,Black,4.3,1473,191,36990
Acer,Acer Swift Go,Intel Core i7,13th Gen,Windows 11 Operating System,16 GB,512,35.56,2,Silver,4.3,1528,322,59990
Apple,Apple MacBook AIR Apple M,AMD Ryzen 5,11th Gen,Mac OS Operating System,8 GB,256,34.54,1,Blue,4.7,1452,195,84990
SAMSUNG,SAMSUNG Galaxy Book,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Grey,4.5,796,277,61990
MSI,MSI Modern,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Black,4.3,843,247,32990
MSI,MSI Thin,Intel Celeron Dual,12th Gen,Windows 11 Operating System,8 GB,512,39.62,2,Metallic Black,4.3,638,267,47990
HP,HP,Intel Core i5,12th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,1,Metallic Black,4.2,1671,326,32490
HP,HP,Intel Core i5,13th Gen,Windows 11 Operating System,8 GB,512,100.58,1,Silver,4.3,407,194,34990
ASUS,ASUS Vivobook,Intel Core i7,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Black,4.2,416,258,47990
MSI,MSI Modern,Intel Core i7,14th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Blue,4.2,1741,137,32990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,35.56,1,Blue,4.3,1209,313,36990
Acer,Acer Aspire,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Metallic Black,4.4,658,272,61990
DELL,DELL Inspiron,Intel Core i3,12th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,1,Grey,4.2,1685,140,35990
MSI,MSI Modern,Intel Core i3,11th Gen,Windows 11 Operating System,8 GB,512,35.56,2,Metallic Black,4.3,1477,236,33990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,2,Blue,4.3,443,343,39990
Apple,Apple MacBook AIR Apple M,Intel Core i3,12th Gen,Mac OS Operating System,8 GB,256,34.54,1,Blue,4.7,484,236,84990
Acer,Acer Aspire,Intel Core i5,13th Gen,64 bit Windows 11 Operating System,16 GB,512,35.56,1,Blue,4,967,290,42990
Apple,Apple MacBook AIR Apple M,Intel Core i5,13th Gen,Mac OS Operating System,8 GB,256,34.54,1,Metallic Black,4.7,1423,178,84990
ASUS,ASUS Vivobook,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Black,4.2,1432,304,52990
Lenovo,Lenovo IdeaPad Slim,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Grey,4.1,1552,227,49690
MSI,MSI Modern,AMD Ryzen 3,10th Gen,Windows 11 Operating System,16 GB,512,35.56,2,Grey,4.3,1065,121,32990
MSI,MSI Modern,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Blue,4.3,653,115,44990
DELL,DELL Inspiron,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Silver,4.2,1142,131,42490
MSI,MSI Thin,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Metallic Black,4.3,927,293,47990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,35.56,1,Black,4.3,1584,317,36990
Lenovo,Lenovo IdeaPad Slim,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,512,100.63,1,Blue,4.2,317,241,36990
ASUS,ASUS Vivobook,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Silver,4.2,1736,350,47990
ASUS,ASUS Vivobook,AMD Ryzen 5,11th Gen,Windows 11 Home Operating System,16 GB,512,39.62,1,Blue,4.3,337,137,40990
HP,HP Victus Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Silver,4.3,466,197,65990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,2,Grey,4.2,250,235,32990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,35.56,1,Silver,4.3,1408,327,33990
HP,HP Victus Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Grey,4.4,1970,120,55990
SAMSUNG,SAMSUNG Galaxy Book,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Grey,4.5,1624,155,75990
MSI,MSI Modern,AMD Ryzen 5,11th Gen,Windows 11 Operating System,16 GB,512,35.56,2,Metallic Black,4.3,389,145,36990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,2,Silver,4.3,867,142,39990
HP,HP Pavilion Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Black,4.3,382,219,68990
MSI,MSI Thin,AMD Ryzen 5,11th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Silver,4.3,427,145,49990
Acer,Acer Aspire,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Metallic Black,4.4,1059,335,67990
MSI,MSI Modern,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Black,4.3,1631,147,33990
MSI,MSI Thin,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,1,39.62,2,Blue,4,629,297,64990
MSI,MSI Crosshair,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,1,40.64,2,Black,4.1,1157,183,140990
MSI,MSI Thin,AMD Ryzen 5,11th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Metallic Black,4.3,907,130,49990
HP,HP Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Grey,4.2,699,260,53990
Acer,Acer Aspire,Intel Core i7,13th Gen,64 bit Windows 11 Operating System,8 GB,512,35.56,2,Grey,4.2,835,271,29990
Acer,Acer One Intel Core i,Intel Core i5,12th Gen,64 bit Windows 11 Operating System,8 GB,512,35.56,1,Grey,4.2,712,170,28990
Lenovo,Lenovo IdeaPad Slim,AMD Ryzen 5,11th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Metallic Black,4.1,1239,107,49690
ASUS,ASUS Vivobook,Intel Core i5,13th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Grey,4.3,1381,300,36990
Acer,Acer Swift Go,Intel Celeron Dual,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Grey,4.3,371,229,59990
Apple,Apple MacBook AIR Apple M,Intel Core i5,12th Gen,Mac OS Operating System,8 GB,256,34.54,1,Metallic Black,4.7,266,244,84990
SAMSUNG,SAMSUNG Galaxy Book,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Blue,4.5,1469,151,61990
MSI,MSI Modern,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,35.56,2,Black,4.3,576,144,32990
MSI,MSI Thin,Intel Core i7,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Metallic Black,4.3,567,136,47990
HP,HP,Intel Core i7,14th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,1,Metallic Black,4.2,1058,269,32490
HP,HP,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,100.58,1,Silver,4.3,1752,143,34990
